id	kind	name	pools	cache	special	gfx
51	card	Holy Card				card_51.png
52	card	Huge Growth				card_52.png
53	card	Ancient Recall				card_53.png
54	card	Era Walk				card_54.png
0	pill	Bad Gas				pill.png
1	pill	Bad Trip				pill.png
2	pill	Balls of Steel				pill.png
3	pill	Bombs are Key				pill.png
4	pill	Explosive Diarrhea				pill.png
5	pill	Full Health				pill.png
6	pill	Health Down				pill.png
7	pill	Health Up				pill.png
8	pill	I Found Pills				pill.png
9	pill	Puberty				pill.png
10	pill	Pretty Fly				pill.png
11	pill	Range Down				pill.png
12	pill	Range Up				pill.png
13	pill	Speed Down				pill.png
14	pill	Speed Up				pill.png
15	pill	Tears Down				pill.png
16	pill	Tears Up				pill.png
17	pill	Luck Down				pill.png
18	pill	Luck Up				pill.png
19	pill	Telepills				pill.png
20	pill	48 Hour Energy!				pill.png
21	pill	Hematemesis				pill.png
22	pill	Paralysis				pill.png
23	pill	I can see forever!				pill.png
24	pill	Pheromones				pill.png
25	pill	Amnesia				pill.png
26	pill	Lemon Party				pill.png
27	pill	R U A Wizard?				pill.png
28	pill	Percs!				pill.png
29	pill	Addicted!				pill.png
30	pill	Re-Lax				pill.png
31	pill	???				pill.png
32	pill	One makes you larger				pill.png
33	pill	One makes you small				pill.png
34	pill	Infested!				pill.png
35	pill	Infested?				pill.png
36	pill	Power Pill!				pill.png
37	pill	Retro Vision				pill.png
38	pill	Friends Till The End!				pill.png
39	pill	X-Lax				pill.png
40	pill	Something's wrong...				pill.png
41	pill	I'm Drowsy...				pill.png
42	pill	I'm Excited!!				pill.png
43	pill	Gulp!				pill.png
44	pill	Horf!				pill.png
45	pill	Feels like I'm walking on sunshine!				pill.png
46	pill	Vurp!				pill.png
